,machine-learning,rating
5745,"Great course, Prof. Andrew explains the concept very succinctly and makes thee course very easy to follow even for the beginners. The course provides an introductory foundation and flavour of the Machine Learning problems being solved and applied across the world",5
5746,"One of the best course in my life. For someone with no tech background, the knowledge I have learnt so far is eye-opening and very practical. I have already applied what I learnt from this course to my work. Thanks Andrew and coursera team for making this happen.",5
5747,"One of the best courses I have taken!  Good lectures! Particularly, the explanation for each ML algorithm is very clear and insightful. The suggestions on building the ML system is extremely valuable. Can not wait to apply what I have learned and do a ML project!",5
5748,"Prof Ng, thanks for giving us this fantastic course. It helped me personally learn a lot of things, revise many things that I had learnt during my college days and most importantly visualize applying them to the current day problems. Thank you!",5
5749,This is the best course I have ever studied on Machine Learning. The teacher has an excellent way of explaining things that help students understand concepts very easily. It has been a great experience learning. I would surely recommend this course to my friends.,5
5750,Thoroughly enjoyed the course Andrew and will start putting your material to good use straight away in my current role.  Many thanks for putting together this course and providing so many real world practical applications of where machine learning can be applied.     ,5
5751,"Probably one of the most interesting courses I've done so far. It became a hobby for me. I'm actually sad it's almost over. I've learnt ton of things I thought would be tough to grasp, but the videos and excersices are super clear and forum is extremelly helpful.",5
5752,Andrew does an excellent job of teaching the fundamentals of machine learning in a way that is easy to understand with out losing the technical details. The programming projects are a good way to understand the material and explore the concepts. Thank you Andrew!,5
5753,Thank you very much for the course. It was a pleasure listening to Andrew.  All the explanations were clear and thorough enough. The only recommendation that comes to mind would be having more programming exercises would even greater benefit the learning process. ,5
5754,"Fantastic course! Well curated subject matter. Slow, methodical instruction from a legendary teacher, Andrew Ng. I highly enjoyed it, and so will you. I'm so keen to go explore more of the ML world and create great applications of what I've learnt. A huge thanks!",5
5755,Andrew starts gently introducing the topic and then build on top in a very gentle way. I didn't have any experience on the topic and now I am aware about the main algorithms out there. Now it's time to learn an API and put it all into practice. Totally recommend!,5
5756,"It is the best course for the beginners of the machine learning. This course is very helpful in learning different types of machine learning. Not only that, the course instructor Andrew Ng also places importance on how to improve your machine learning algorithms.",5
5757,"Thanks for Andrew Ng, he is the first teacher for me about Machine learning, and I believe he is also first teacher for many others about Machine learning, if some day I am working on building some cool machine learning product, this course will be the key to it.",5
5758,"This course gave me a real startup about machine learning. In the assignments, the student fills the blank parts of the real world problems. I am happy to jump in to Coursera by this course. I am sure that the course material will be a reference for future works. ",5
5759,The professor was extremely didactic - breaking down the content into comprehensive pieces and choosing the right moment to present new information or avoid complications. Great course for those who want an overall introduction into the field of Machine Learning.,5
5760,"It's great. I'm a newer of machine-learning, And I got a lot from this course. I don't know how to spell, I have a plan to implement some ideas using machine learning. I'm so excited to do it. Thank you for Andrew Wu, Thank you very much! This courses worth time.",5
5761,"I had heard a lot about this course. Coming from a background in programming, the material was well-structured and helpful in introducing ML concepts and very practical coursework. You won't forget that feeling after running your first number recognition program!",5
5762,It is simply the best. Through this course Dr Andrew Ng helped me to understand the complex concepts in Machine Learning. One day when i grow big i will get opertunity to meet and great him in person. ,5
5763,"Very good course. I've been thinking for a long time what machine learning is, and this course help me to understand machine learning and how to apply it. Need more work applying machine learning to actually be an expert in machine learning. Thank you very much.",5
5764,One of the best online courses I have ever done in my life. Andrew Ng is a charismatic teacher and provides good material for learning ML. The practical exercises are also really good to practice coding and to understand how ML really works. Thank you very much!,5
5765,I usually do not write reviews. But I have to do an exception. This course is an excellent head start for an absolute beginner. I liked the teaching style of the Prof. Andrew NG as well. What a great teacher. The exercises  are well organized and easy to follow.,5
5766,Thank you Coursera for offering such an important topic. The course was well organized and the assignments were really helpful to understand the algorithms better.,5
5767,"The fundemental course for ML , Andrew Ng is a great instructor who only focus on the basics and make them more simple to help us understand. Moreover thanks to Stanford Uni. and coursera  to provide this course free to over than 1M student who interested in ML. ",5
5768,"Great place to start your journey in Machine Learning. I have looked for a lot of material online but none has been as satisfying and whole both in conceptual and implementation as this. Thank you, Andrew NG for making this course worth every second of our time.",5
5769,"I took this course a while back, at least so it fells 2014-2015, and it got me into the ML field coming from Electrical Engineering. Now, I do ML and Deep Learning on regular basis. It is amazing how relevant the concepts taught in this course still are in 2020!",5
5770,"Great course. I found it really helpful to learn the fundamentals of Machine Learning. The course videos, the revised topics and the exercises make the course harmonious, understandable and easy going. Thank you very much for the opportunity to take this course.   ",5
5771,Excellent course on machine learning. And also provide linear algebra review as supplement. It'll be more complete if there's also something like 'partial derivative' review. Not suggest to skip any course even if professor Ng said 'please feel free to skip it'.,5
5772,The best course for starting my journey for machine learning. I would recommend this course to each and every ML enthusiast. The explanation by Prof. Andrew Ng is very easy and relatable. The programming exercise let me feel the concept and better understand it.,5
5773,It is really a good course to get started for the basic ideas of machine learning and how we can apply them to practical problems! The explanation is clear with examples but I hope to have more medium projects that can be worked on to enhance the ML application. ,5
5774,Awesome course with indepth knowledge of various ML concepts and implementations. Great use of examples; the assignments are challenging and are set with the idea of using the same code developed in future applications. I am grateful to Prof.Andrew and coursera.,5
5775,I decided to pursue this course to be better prepared for my future graduate studies. It covers the basics of several ideas/algorithms as well as common sense approaches to machine learning projects and applications. Glad I took this course up and stuck with it.,5
5776,It was an excellent learning opportunity. Earlier I had zero knowledge of ML. Now I know the basics and many algorithms. This course was pretty helpful. I would recommend it to anyone who is interested in the field of ML and has no prior knowledge in that field.,5
5777,"Andrew is a great teacher.
He made everything easy for a beginner. His way of delivering lecture seems you
are in his class. He is an inspiration. I thoroughly enjoyed
taking the course. Thank you very much Andrew. Thank you Coursera for creating
such a course!!",5
5778,"Thanks teacher Ng. The course is very helpful. Especially the coding assignment, which must have cost your much effort. I learned a lot from this course, which is educational, inspiring, and fun. Thanks again for all the effort and thoughts put into this course.",5
5779,The content is excellent. The exercises are well designed. I believe lot of work had gone to create such a well designed course. I appreciate everyone involved in this effort. It would be a value addition to improve the audio quality in most parts of the course.,5
5780,"Comprehensive course, learn so much, and Andrew Ng explains the concept really well. I would recommend this to those who already familiar with basic programming and at least possess some knowledge in linear algebra. Everyone can learn something from this course.",5
5781,"I was the beginner of the machine learning before I studied with this course. Since I use it on my buisiness, I had to understand to use it. So I read some texts and web sites which explain machine learning theory. Unfortunately I could not understand at all....",5
5782,This is an excellent course and I am so glad that I had the chance to take it. I am a freshman here in college who is about to explore more in this area. Professor Ng has shown something truly remarkable to someone who is really interested in this field. Thanks!,5
5783,O curso foi excelente. Plataforma de ensino excelente. Ensina a ter uma noção geral de aprendizado de máquina e implementação dos algoritmos. Os recursos em texto são excelentes e possuem indicações de links e livros para quem quer ter mais detalhes dos tópicos.,5
5784,"It's really worthy of several weeks working and studying this class with Andrew. Although I am not specialised in Computer Science, the tutorials and lectures are quite comprehensible and the programming assignments of this cours are well designed for beginners. ",5
5785,Very good course. The instructor Mr. Andrew Ng probably did a research on how to teach complex stuff to novice students. I am a newbie to the world of programming and it was fun doing all the exercises and finishing this course. I thank you very much Mr. Andrew.,5
5786,"Great course, awesome professor, exercises well designed to prioritize your time on learning what is really important. As a suggestion for new people taking the course, I found very useful speeding up a little bit the videos (1.25 - 1.75x), but that's up to you.",5
5787,,5
5788,"This is the first online course (with exercises) that I have finished! Great grading system, clear instructions for the Matlab/Octave exercises. The course gives a very good idea of what is like to work with machine learning techniques in a professional setting.  ",5
5789,"Best Course for Machine Learning. Highly recommended for Machine Learning learners. Provided with good examples for all algorithms. And explained in a way that, the person who does not have computer background can understand. Thanks Andrew NG and Thanks Coursea.",5
5790,"Interesting, engaging and well-taught course. Everything is explained clearly and extensively. Course popularity helps too, there is always enough participants in the forums to provide interesting tips and feedback. And mentors are active there too. Recommended! ",5
5791,"Gran curso para conocer los conceptos del Machine Learning. Andrew NG es un profesor de lujo, con amplia trayectoria y conocimiento del rubro, por lo que aterriza las clases con ejemplos que él ha visto de cerca.",5
5792,  Exceptional lectures by Prof Andrew helped me in understanding the Machine Learning  fundamentals.The quizzes and programming exercises are challenging enough and force you to revisit the lectures for good.I hope to implement the learning in my area of interest.  ,5
5793,"Seriously, this has been the best course of my life. You learn the principles of Machine learning. You also learn the underlying math and concepts that support this theory (this is optional and you don't need a strong mathematical background to take this course)",5
5794,"Good overview of the basic machine learning applications and concepts. For someone like me (M.Sc. in Aero Eng) sometimes a little bit too sloppy with the math, but in view of the expected audience it is a great course. Thank you coursera and Stanford University",5
5795,Andrew has clarified all the concepts behind machine learning as is being applied today. But I would have been slightly happier if programing assignments were in python instead of matlab/octave because that is a more widely used language these days in ML roles.,5
5796,its a really good course if you want to grasp the basic concepts and working algorithms of machine learning . it gave me a strong foundation on the topics and the concepts thought by andrew ng was clear and precise . really good course and totally worth my time,5
5797,"An amazing learning journey. Not being from a programming background, I was wondering if I would understand the topics, but the lucid manner in which this course has been paced and taught I think I was able to get a good grasp of the basics of Machine Learning. ",5
5798,Excellent course for understanding all the concepts of machine learning programming. This will definitely act as a starting course for understanding how the actual machine learning problem should be addressed and helps us to find a solution to our own problems.,5
5799,"It's indeed a great course, I love Mr. Andrew NG about the way he explains the key concepts well. The course content and the programming exercises were good. The overall experience is that it is a good platform to start one's ML carrier. Thanks a lot Mr. Andrew",5
5800,"Mr. Ng is quite a nice person. His course is also very interesting and quite comprehensive, easy to understand and apply into my work.",5
5801,This was a wonderful and demystifying experience about machine-learning. Grasping how very basic methods such as linear and logistic regressions are put together in a most clever way in order to solve complex problems has been truly exciting and very rewarding. ,5
5802,Best teaching. Concepts explained from basics in detail. I feel confident about concepts of machine learning and I am surprised that I could learn it without any prior knowledge. All thanks to Andrew Ng. Much appreciated and grateful to have spent time on this.,5
5803,This is the best course on internet and Andrew ng is the best Professor.This course is truly the foundation of data science. Anybody can learn this course even know the very basics of programming and linear algebra. You only need consistency.,5
5804,The course is amazing. It is the perfect introduction to Machine Learning. Details are useful and it can help to understand the related topics. Andrew Ng is a wonderful lecturer. Really like it & highly recommended this course for all Machine Learning beginners,5
5805,"Very useful. Andrew Ng makes you understand the core of Machine Learning. He gives very simple and clear explanations form mathematical concepts, as well as good tips for use. Good balance between theory and practise, as well as the evaluating methodology used.",5
5806,The course is very clear and I liked the pragmatic approach by real life examples each time. I also liked in the programmatic exercises with the focus only on the algorithm itself and not so much in mastering the language. I really learnt a lot. Thank you mr Ng,5
5807,Amazing experience and the ideal introduction to the world of Machine Learning. Hats off Andrew Ng! This has really got me excited about the field and I will find ways to apply these as I start my MBA at HBS this fall! Thanks again for the wonderful experience.,5
5808,"Breadth of the course is really good. Gives lot of insights into practical applications, the advantages and disadvantages of each technique. Even if you are not good at Maths, Author will make sure that you follow by separating essential stuff from the details. ",5
5809,Amazing course!! It helped me understand the core concepts of Machine Learning. It really helped me understand the mathematics that is used in the systems to operate. I hope to build amazing systems using the knowledge I have gained from this course. Thank You!,5
5810,  This was my first course on ML and at the end of the course I feel confident  and can relate to several practical use  cases  that are implemented or being implemented in our software products. I learnt a lot and am thankful to Andrew for this wonderful course.  ,5
5811,Very helpful in learning the basics of Machine Learning and they way Andrew explained the concepts and made us understand various aspects of Machine Learning is brilliant. Thanks to Andrew and Coursera team for bringing this course to thousands of ML aspirants.,5
5812,My first ever course on Coursera that I've managed to complete. This was extremely fun and challenging. My sincere thanks to Andrew Ng for taking the time and effort to create this course and make if freely available for anyone who wants to get into ML. Cheers!,5
5813,"This course keep math theory and real examples in balance, give the fundamentals to really understand what's is behind of Machine Learning, teach all concepts using good material and show a great way to start in the machine learning and AI. Highly recommended!!",5
5814,Loved this course. It provides a good foundation for machine learning. The online course material itself does not go into much details about the maths behind these topic. I strongly suggest reading the lecture notes from the actual live course to supplement it.,5
5815,"I read a few good ML and DL books and while I got the basic essence, I did not get actual implementation approaches from them. Andrew Ng makes ML/NN easy to understand and gives practical guidance that can be immediately used in implementing AI based solutions. ",5
5816,"A great broad overview of machine learning. The course could be slightly more rigorous at times, but because the course does not focus any of the mathematics, it's very accessible. I feel like absolutely anyone can learn basic machine learning from this course.",5
5817,,5
5818,,5
5819,My background is in maths and computer sciences but I had no notion of machine learning.  I found this course to be an very interesting introduction to the topic.  The assignments are good and the teacher is super inspiring.  I absolutely recommend this course.,5
5820,,5
5821,,5
5822,"This is acourse with a very high quality. Insights shared by the teacher and those programming homeworks are the most valuable part for me. There is relatively less material from theoretical aspect, but it's still good. (I use PRML as a complementary resource.) ",5
5823,Very interesting course! I recommend it to everyone interested in machine learning. Even though no math knowledge is needed it is getting refreshed with the course. ,5
5824,"Great Introductory course about Machine Learning. Not knowing anything about ML, came out understanding a good bit. The examples in the course gives you a real world applications of ML and helps you understand the content.",5
5825,"Great course where you learn the fundamentals, and inner workings of machine learning algorithms. Even if you use models regularly, this course will teach you how to see if they're working / what areas you should focus on to improve them.",5
5826,I have really enjoyed undertaking the course. Right level of difficulty. User friendly programming language was used for practices and tests. Easy and quick submission and grading process. I was able to get my first industrial job having completed this course.,5
5827,"although this is one of the most complicated fields i have learned so far, the instructor really simplifies all of the content and explains it clearly and i have greatly enjoyed taking this course and i hope to use what i have learned to conquer future problem",5
5828,"Andrew is definitely one of the best lecturers I've come across. As far as the theoretical aspect of Machine Learning goes, this course is one of the best! If you're interested in learning why things happen the way they do, then I'd recommend this course 100%. ",5
5829,"A perfect start towards Machine Learning & AI for individuals who googles for ""how to...?"" & ""what to...?"" about Machine learning !",5
5830,"It has been a truly unforgettable experience with Mr Andrew's courses. To think, that he'd make an impact virtually is just mindblowing. Thank you Mr Andrew and Team Coursera. May you all shine brightly like a crazy diamond (Yes, I love Pink Floyd too much :))",5
5831,Andrew is a great lecturer.,5
5832,"The first time I feel like I struggled and genuinely given a chance to challenge myself. The only part I didn't like is that the videos can be really dense and require many rewatches, however, that's arguably part of the learning process. Thank you, Andrew Ng.",5
5833,"When people talk about machine learning, does it sound like they're talking about magic? Magic, once explained, is science, and this is a wonderful course that explains the magical properties of  machine learning using easily understood engineering principles. ",5
5834,"Excelente curso para saber elegir que sistemas de aprendizaje automático son más apropiados utilizar para un determinado conjunto de datos. Además, excelente manera para tomar decisiones al respecto de la mejora de la exactitud de las predicciones.",5
5835,Really good overview/introduction of machine learning and good tips on what to think about when implementing it in different scenarios. Andrew Ng is a really good instructor and I feel like the hours I have put into this course have been well spent. Thank you. ,5
5836,"This course was absolutely worth the time and the effort. Being new to machine learning, with a previous average background of programming, I feel I have learnt a lot. The course was well organized and the technical level of lessons scaled progressively. 10/10",5
5837,"This ML course is very beneficial and useful  to understand  basic theory and practice on   ML algorithm, and also big step for going forward to more advanced ML work. I'm really satisfied and want to say thanks a lot for great course &  Mr  Andrew  professor. ",5
5838,Wow - this course was amazing. Extremely clear and extremely relevant. I had a job interview a few weeks ago where I was actually able to answer a couple of the questions based on what I learned in this course. This course helped me land a job in data science!,5
5839,It takes a genius to be able to simplify complex concepts and reduce these into bite-size chunks so the rest of us can take these in. Suffice it to say Andrew Ng is a genius-- and the right kind of genius at that. Thanks for being generous with your knowledge!,5
5840,The lectures are clean and at the right level for beginners. The course contains a lot of topics that covers different aspects of machine learning. The content is practical and the assignments help students understand the concepts and get hands-on experiences.,5
5841,One of the best courses I came across in the MOOC-World about this subject. It's definately intermediate level even when the presenter tries to hide some maths. In 2017 it might need a little update. It would be nice if programming exercises were using Python. ,5
5842,Excellent course - everything is so well explained and the overall pace is very well judged. It's a rare skill to be able to explain mathematical concepts with such a high degree of intuition and relate-ability. I really enjoyed the course and learned so much. ,5
5843,Thanks very much to help me to open the door of fantastic ML world. The course is really helpful and inspiring. I'll keep learning and hope eventually will be enrolled into some meaningful project to help people. Very appreciated and hope all the best for you.,5
5844,"My very first Machine Learning course. The assignments are not easy, but very close to applications. This is a very good course. Now I have deeper and wider knowledge in Machine Learning. Thank you, Andrew Ng for this wonderful course. And it is free! Amazing!",5
5845,This course is great as a first introduction to machine learning. It gave me a understanding about the machine learning that I have been able to use to learn more about AI/ML and feel confident discussing machine learning algorithms / implementing simple ones. ,5
5846,"Its been a fun course, despite being a complex subject I enjoyed every minute of the course I would like to thank Anderw Ng for his time and efforts. Its been a wonderful journey. Anyone who is interested in Machine Learning & AI should go through this course. ",5
5847,"An excellent course that gives a solid introduction to the field of Machine Learning! Prof. Andrew is fantastic and inspiring, and he successfully manages to get us passionate about the subject; it's hard not to smile along with him at the end of each lecture!  ",5
5848,I am highly satisfied with this course. This course has provided me a quantum jump in my level of knowledge in machine learning. The best part about this course is the simplicity in which a relatively complicated topic is taught. Prof. Andrew Ng is the best!!!,5
5849,"I really enjoyed this course. The teacher was amazing, and make simple the most important concepts behind this branch of IT. It is woderful because it enhance anybody to follow this course, even the ones whith no strong mathematical basis. Thank you very much!",5
5850,"Mr. Ng teaches in such a way that he can break down complicated systems into separate simple concepts, which really cleared up the seemingly magic behind machine learning. This course will be one I look back to and which I will never forget. Thank you Mr. Ng.",5
5851,"I am really thankful to Andrew NG sir, because of him I learn so many algorithms in easy way and just because of him I entered in to this field. I Learnt so many new ideas and also came to know that how to find the solutions using ML algorithm, Thank you sir.",5
5852,The course is worth talking if you are interested in machine learning. It provides the necessary knowledge by analyzing real-life problems. The materials used during the class are well structured and the assignments well designed. I enjoyed this course a lot!,5
5853,This course is really great. Well organised content and all the exercises perfectly designed. Andrew Ng is a great teacher. He uses many practical examples to explain and gives lots of practical advice. I've enjoyed the course vey much. Sincere thanks to him. ,5
5854,One of the best medium to learn machine learning fundamentals from scratch. Highly recommended and a must-have skill for a machine learning enthusiast. It details the theory and working behind each algorithm in detail and valuable resources to refer any time.,5
5855,"This course is worth every second spent on it. If you want to have a better understanding of AI/ML scratching the surface of high level marketing presentations and get your feet wet with linear algebra and algorythms, then go for it, you will never regret it.",5
5856,the course is very much beneficial for a beginner.And it grows confidence.Thank you so much to Mr. Andrew.He is an extra ordinary teacher.Love him by heart.And i expect this course help me new journey in the field of open source projects.Thank you once again.,5
5857,"Being a Bachelor in Computer Science, I would like to say that this course was great in explaining the Machine Learning and its algorithms. Also, the flexible deadline of the course helped to better understand the algorithms according to my pace and schedule. ",5
5858,I checked on Wikipedia and got to know that this course content was created in 2011 which is around 9 years ago from today. The fact that this foundational course is still pretty detailed and relevant today as well is proof enough that this course is amazing!,5
5859,Absolutely & truly democratising machine learning to newer & curious audiences / learners! So many takeaways from this course. Feel so much more confident taking in these learnings and applying it in my profession of marketing analytics. Thank YOU professor!!,5
5860,the course was important for me to have an overview of Machine Learning and at the same time learn in detail the most important algorithms!  I also found the advice on how to set up a Machine learning project very interesting.  The professor is extraordinary!,5
5861,"Excellent course, the lessons are really well explained and the teacher provides you with a variaty of learning algorithms throughout the course. Programming exercises are really helpful to understand every concept and to put them into practice. 10 out of 10!",5
5862,Excellent Teaching but too old the languages taught in the course are outdated they are mat lab and octave better to adopt this course to new language like python3 but leaving about programming language the theory part was completely excellent and outstanding,5
5863,"Excellent Course, great and detailed explanations provided by the marvellous Prof. Ng. It's the best course to start learning about Machine Learning, a must-have for everyone wants to start learning about this complex but fascinating topic. Thank you Prof. Ng",5
5864,"Just about the right balance between theory and application.  I haven't programed in 40 years and yet was able to puzzle through the tasks.  By the end of the course, I was intuitively thinking vectorization vs loops and constructing nice compact matlab code.",5
5865,"An incredible online course! Prof. Ng did a fantastic job. No doubt a huge contribution to the learning of this great topic for so many people around the world. I can see that this is a future of education for the mass, and not just the privileged. Thank you!",5
5866,"This course is very well detailed, Andrew find the right explanation to make you understand every concept of Machine Learning and not only apply them blindly. I really learned a lot on this course and it gave me strong tools to start working on real project !",5
5867,"                 Thank
you very much the teacher for explaining complicated algorithms and applications of Machine Learning
that I used to think was a black box in ways which are easy to understand. The
course inspired me to learn Deep Learning and apply to solve real issues.    ",5
5868,Thank you Andrew Ng for making machine learning so easy to understand. Now I know the basics as well as some of the advanced algorithms and debugging techniques. The assignments were a great way to get hands-on experience with the machine learning techniques.,5
5869,,5
5870,This is one of the best courses I have taken on any MOOC platform. Prof. Andrew Ng explains things very clearly and anticipates most questions and doubts which a student may have. Must take this course if you are interested in learning about Machine Learning.,5
5871,One of the best courses I have taken online in my life. Definitely recommend anyone interesting in ML to start with this course. I had no background in ML and this course gave me a lot of knowledge to understand ML techniques and how to apply them at my work.,5
5872,Totally perfect course for beginners as well as experts. The programming exercises are the best part and we get to implement each and every detail that's been taught in the class. Professor Andrew makes you understand each concept very patiently and properly.,5
5873,professor Wu is a professional and attractive teacher in my whole life. He teaches some may bored knowledge but I can always enjoy all things he talks. It's just like magic. He looks like a very nice people and you just want to listen to him in the few hours.,5
5874,"This is better than any courses I took in university. Well designed and great teaching. Ng explained difficult concepts very well, he made some of the most complex concepts look easy. It is probably one of the most important step in my machine learning study.",5
5875,"Of course! This must be the best class of Machine Learning for green hands like me! It's completed but understandable, having enough after-class tests to help you to better understand and digest the knowledge! For me, it's really too good to express in words！",5
5876,"Completing the de-facto course in machine learning from the best faculty in the world, I feel overpowered and cannot wait to expand my horizons in this area. Shout-out to coursera for this wonderful opportunity and making me learn something new and inspiring.",5
5877,perfect introduction to ML.,5
5878,"This course has been very helpful. The course material is very intuitive, and very well organised to guide students smoothly into the territory of machine learning, and the exercises really helps me in gaining better understanding of the course. Thanks a lot!",5
5879,"Excellent introduction to ML - really great examples, tests, quizzes.  The programming assignments especially are extremely well thought out and work great.  Some familiarity with programming and linear algebra clearly a bonus to get the most out this course.",5
5880,Best course for Machine Learning beginner! It is very approachable. The assignments and video contents are well designed in a flow for learners to understand. I recommend it to everyone who wants to learn more about theories behind machine learning algorithm. ,5
5881,"Thank Andrew Ng, you had accomplished a very great thing.",5
5882,I really enjoy the whole process of learning the different algorithms explained in this course. I would like to point that the way in which Andrew imparts the material is good. Getting real life examples and tips really help me out understanding the material.,5
5883,"Great introduction to data science, more specifically - machine learning . Andrew Ng is a great teacher in this course, he explains every concept so well. Recommend for anyone to ""test the water"" of machine learning before taking a deep dive into the subject. ",5
5884,,5
5885,"The professor explains things very well. Although this course is math heavy, he does teach some of the math along the way, just enough for you to understand the course. You will learn a lot about machine learning through this course alone. Highly recommended!",5
5886,"Excellent introductory overview - well paced, with assignments structured thoughtfully.  This course fit in well within my schedule, and I got a lot out of the lectures and materials.  The resources particularly online books are good references for future use",5
5887,I really enjoined the course. I have to the point that I decided to become a tutor for the course.,5
5888,"Excellent course. Concepts are thoroughly explained and training exercises are thoughtfully selected. I started with 0 knowledge in the field, yet after completion I feel confident to apply the gained skills to practical tasks at hand. Thank you Professor Ng!  ",5
5889,A wonderful course for anyone who wants to learn the basics of ML.,5
5890,"My first coursera course. I've taken others since but this has been head and shoulders above them. Very interesting, very informative and at just the right level for me. Don't skip the exercises, they can be tough but I found they really cemented my learning.",5
5891,"Andrew Ng is the most talent teacher i have ever seen! His lectures give me a systematic and comprehensive understanding of machine learning!!! Before his class, machine learning is impossible mission for me, but now  i am very interested in machine learning. ",5
5892,This is a very first step to learn that incredible discipline and specialization - AI & Machine Learning! A lot of stuff to learn ahead - but this is our future. And every specialist who wants to become a data scientist/AI enthusiast must attend this course.,5
5893,"It is one of the best courses I have ever attended , not only because I am really interested in working and understanding machine learning , but also because the way this course is organized make everything easy to understand , learn and apply . Thank you !!",5
5894,Phenomenal learning experience and Andrew is a great teacher to help you understand the nuances of Machine Learning step-by-step in a very easy to understand method (hiding the mathematical complexity where needed)  and supported by great real life examples.  ,5
5895,"
An amazing skills of teaching and very well structured course for people
 start to learn to the machine learning. The assignments are very good 
for understanding the practical side of machine learning. ",5
5896,"My first course on coursera and also my first course on machine learning and I learned a lot of theoretical as well as practically useful concepts of machine learning. Even if you have the slightest bit of interest in machine learning, this course is a must. ",5
5897,"Excellent class and outstanding teacher. When I think back how ignorant I was on the topic at the beginning of the class, and how much I know now, I realze it takes a really good, motivating instructor with great course material to achieve that. Many thanks! ",5
5898,"One of the best rewarding experience! It took two months of hard work, dedication and discipline to achieve it. I'm really thankful to Andrew for providing such an amazing course. I'm planning to use these concepts to advance my career in Machine Learning :)",5
5899,"i learn alot ,before this course i think that machine learning is a very typical course that's why i choose coursera STANFORD UNIVERSITY machine learning course platform to improve my knowledge in a step towards artificial intelligence and machine learning .",5
5900,"This is a very good course for a Beginner like me. I have one small suggestion. Mr Andrew Ng should update the final ""Thank You"" video to provide a road-map on how to proceed and what all courses to do next to become a full-fledged Data Science Professional.",5
5901,The most exciting part is the section where I got to learn about various advises on building machine learning systems.,5
5902,This was a great accomplishment while completing this course.,5
5903,It was great course that starts from the basics of Machine Learning and touches advanced concepts. The programming assignments were really helpful to clarify the difficult concepts and also inculcates the sense of achievement by doing something by your self.,5
5904,"Great course! Enjoyed it.  Active discussions with couches. Detailed help on assignments. Abundance of material: lectures, slides, subscripts, tutorials, refs, etc. Enjoyed doing assignments. Interesting material. Somewhat minus is that it seems out of date.",5
5905,"Some of the programming exercise seem very interesting (to me), but it would really help if there is something like an interactive feedback system when one makes a mistake in the programming assignment. But may not be possible in terms of feasibility and etc",5
5906,"a very goodcourse, very understandable, and with a good structure. after completing this course i feel confident using machine learning algorithms, and also know how to choose how to allocate my time and resources whhile working on machine learning problems.",5
5907,Wonderful Course! This is one of the few Machine Learning courses available on the internet that gives the appropriated importance for the mathematics behind the algorithms. But it also has a lot of practical examples and the programming exercises are great. ,5
5908,"Great overview and intro to Machine Learning! It is very well done, I had studied this discipline several times in the past, on my own or at work, but this is the first time I feel confident I can actually implement the algorithms and understand the details. ",5
5909,"Really informative course covering a lot of ground, yet basic enough for beginners to understand. Assignments seem tough but were substantially aided by the moderators through the resources section and discussion forums. I had an enjoyable and fruitful time!",5
5910,Very nice experience to take this course,5
5911,"An eye opening course. I had a lot of frustrating experience  applying ML algorithms to large dataset but with this course I now feel confident about what to do. Thus, I highly recommend this course to anyone trying hard to understand ML applications. Thanks",5
5912,"It is a very useful class. Through there are many difficult technical points, it is still easy to learn because of the patient and detailed teaching style.  I believe you will love this course if you are planning to learn something about the machine learning",5
5913,"Excellent class!  I learned a lot from examples in the class/assignments, algorithms and how to analyze the model performance or error analysis etc. I am happy and enjoy taking this class.  Special thanks to the instructor to teach us. It's an awesome class!",5
5914,"Great course, and it's all up to you to go through with it and have the perseverance to complete it. Mr. Ng is a brilliant teacher and I would recommend this course to anyone interested in ML or anyone whose curiosity is piqued by the words machine learning.",5
5915,I enjoyed the class very much. It was difficult for me to manage time to do the programming assignments after so many year of completion of my formal education. But the assignments and notes were very specific and helped me a lot while doing the assignments.,5
5916,I really enjoyed these classes. They were easy to follow and the assignments were guided in a smooth way that helped finish them on time. Andrew shows himself really didactic and made things very easy to catch with his expertise on the subject. Thanks a lot!,5
5917,This was by far an incredible course! I've taken other courses on machine learning before but this one uses all the resources available to make the learning experience really good. I'm really grateful to all the people of this course that made this possible.,5
5918,Absolutely recommended... I have learned many things from this amazing course... This course is really a course for me to move on to the path of building intelligence system... thanks Prof Andrew Ng for amazing work and the time you have put on this class...,5
5919,"Amazing class! I went from knowing the basics to feeling like I could really apply my learning to many different types of applications. The class teaches you much more than what the algorithms are, it shows you how to think through machine learning problems.",5
5920,It is an awesome course. I was able to learn very important and complex ML concepts very easily. The pace of the course and descriptions of the topics was also very suitable to my needs. The course has really given me a motivation to learn more in this area.,5
5921,"Very useful course with the right level of difficulty introducing this subject. Although the Maths inside this course are not the main focus, it would be useful to have some background on them which can effectively help you to understand the material better. ",5
5922,"Well done course, great introduction to the topic with programming assignments that help reinforce the concepts. Great starting point for quickly getting up to speed with the important concepts, algorithms and best practices associated with machine learning.",5
5923,I already knew basics of Machine Learning but this course not only nourished my older concepts but I also get to learn many new concepts of machine learning. Its really a good course for beginner how want to get in the field of AI. Thanks to Prof. Andrew Ng.,5
5924,This course is great to get the fundamentals of Machine Learning algorithms. The many helpful tips offered during the course is of great help when it comes to applied machine learning. The grading system is good too. Andrew Ng is a great teacher ! Thank You!,5
5925,Feels good that I finally completed the Machine Learning course. It's great resource for people who are starting or thinking to make Machine Learning as their career or putting the machine learning to solve real world problems. I highly recommend the course.,5
